eid,raw_eid,highway
145535,1240679938,service
145536,1240679938,service
145537,1240679938,service
145538,1240679938,service
145539,1240679938,service
145540,1240679938,service
145541,1240679938,service
145542,1240679938,service
145543,1240679938,service
145544,1240679938,service
145545,1240679938,service
145546,1240679938,service
145547,1240679938,service
145548,1240679938,service
145549,1240679938,service
145550,1240679938,service
145554,1240684587,service
145555,1240684587,service
145556,1240684587,service
149753,1322488116,service
145564,1240701535,service
145569,1240703193,service
145585,1240703194,service
145570,1240703193,service
145571,1240703193,service
145572,1240703193,service
145582,1240703194,service
145604,1240703195,service
145583,1240703194,service
145584,1240703194,service
145586,1240703194,service
145587,1240703194,service
145588,1240703194,service
145589,1240703194,service
145590,1240703194,service
145599,1240703195,service
145600,1240703195,service
145601,1240703195,service
145602,1240703195,service
145603,1240703195,service
145609,1240706642,service
145618,1240706643,service
145610,1240706642,service
145611,1240706642,service
145612,1240706642,service
145617,1240706643,service
145620,1240709147,residential
145621,1240709147,residential
145629,1240709888,service
145630,1240709888,service
145631,1240709888,service
145632,1240709888,service
145633,1240709888,service
145638,1240710633,service
145639,1240710633,service
145640,1240710633,service
145641,1240710633,service
145643,1240710634,service
145647,1240710635,service
145649,1240713882,service
145650,1240713882,service
145651,1240713882,service
145652,1240713882,service
145653,1240713882,service
145656,1240715101,living_street
145657,1240715101,living_street
145658,1240715101,living_street
155724,1460518790,living_street
145659,1240715104,primary
145660,1240715104,primary
145661,1240715104,primary
145662,1240715104,primary
145664,1240715105,trunk_link
145665,1240741996,secondary
145672,1240741999,secondary
145673,1240742000,secondary
145666,1240741996,secondary
145671,1240741998,residential
145679,1240742001,secondary
145674,1240742000,secondary
145675,1240742000,secondary
145676,1240742000,secondary
145677,1240742000,secondary
145678,1240742000,secondary
145680,1240742001,secondary
145681,1240742001,secondary
145682,1240742001,secondary
145683,1240742001,secondary
145684,1240742001,secondary
145686,1240786712,residential
145687,1240786712,residential
145689,1240786713,residential
145690,1240786713,residential
145692,1240786714,residential
145693,1240786714,residential
145695,1240786714,residential
145696,1240786714,residential
145697,1240786714,residential
145699,1240786715,residential
145700,1240786715,residential
145702,1240875218,tertiary
145703,1240875218,tertiary
145704,1240875218,tertiary
145713,1240984481,service
145714,1240984481,service
145715,1240984481,service
145716,1240984481,service
145717,1240984481,service
145718,1240984481,service
145724,1241482006,service
145725,1241482006,service
145726,1241482006,service
145731,1241666291,secondary_link
145737,1241666295,primary_link
145738,1241666295,primary_link
145742,1241666298,tertiary_link
145744,1241666299,secondary
145745,1241666299,secondary
145746,1241666299,secondary
145747,1241666299,secondary
145748,1241666299,secondary
145753,1241666303,tertiary_link
145754,1241666303,tertiary_link
145755,1241666303,tertiary_link
145758,1241871435,service
145759,1241871435,service
145761,1241871436,service
145763,1241871437,service
145770,1242193892,service
145771,1242193892,service
145773,1242214426,secondary
145774,1242214426,secondary
145775,1242214426,secondary
145776,1242214426,secondary
145778,1242431853,service
145780,1242431854,service
145782,1242431855,service
145792,1242431858,service
145788,1242431857,service
145793,1242431858,service
145794,1242431858,service
145806,1242431859,service
145807,1242431859,service
145808,1242431859,service
145809,1242431859,service
145810,1242431859,service
145811,1242431859,service
145812,1242431859,service
145813,1242431859,service
145814,1242431859,service
145816,1242468900,secondary
145819,1243194252,primary
145820,1243194252,primary
145822,1243194253,primary
145823,1243194253,primary
145824,1243194253,primary
145831,1243670217,service
145832,1243670217,service
145834,1243670218,service
145836,1243670219,service
145837,1243670219,service
145839,1243670220,service
145842,1243670221,service
145841,1243670221,service
155478,1455716944,service
145844,1243796997,residential
145847,1243796998,residential
145848,1243796998,residential
145855,1243817376,service
145856,1243817376,service
145857,1243817376,service
145858,1243817376,service
145859,1243817376,service
145860,1243817376,service
145863,1243817377,residential
145864,1243817377,residential
145869,1243950959,service
145870,1243950959,service
145876,1243951893,service
145878,1243987728,residential
145879,1243987728,residential
145882,1244783672,service
145883,1244783672,service
145888,1245447776,service
145889,1245447776,service
145893,1245517318,service
145897,1245517319,service
145902,1245559184,service
145903,1245559184,service
145905,1246227455,service
145907,1246227456,service
145909,1246227596,service
145915,1246228570,service
145916,1246228570,service
145917,1246228570,service
145921,1246228571,service
145923,1246229550,service
145927,1246229781,service
146734,1274624434,service
145931,1246229782,service
145934,1246229941,service
145938,1246260823,residential
145939,1246260823,residential
145941,1246260823,residential
145943,1246260823,residential
145944,1246260823,residential
145946,1246260823,residential
145947,1246260823,residential
145949,1246260835,residential
145950,1246260835,residential
145951,1246260835,residential
145954,1246263612,service
145956,1246263613,service
145958,1246267752,service
145964,1246271174,service
145965,1246271174,service
145966,1246271174,service
145968,1246460582,tertiary
145969,1246460582,tertiary
145970,1246460582,tertiary
145972,1246460582,tertiary
145973,1246460582,tertiary
145975,1246460582,tertiary
145976,1246460582,tertiary
145981,1246460583,service
145982,1246460583,service
145986,1246460584,service
145991,1246590164,service
145992,1246590164,service
145993,1246590164,service
145994,1246590164,service
145996,1246770088,service
146001,1246778608,service
146002,1246778608,service
146006,1246796418,residential
146007,1246796418,residential
146011,1246812405,service
146012,1246812405,service
146013,1246812405,service
146016,1246820031,service
146017,1246820031,service
146020,1246821242,service
146021,1246821243,service
146022,1246821244,service
146023,1246821245,service
146025,1246821246,service
146026,1246821247,service
146027,1246821247,service
146029,1246837036,service
146032,1246878823,residential
146033,1246878823,residential
146036,1247067742,service
146038,1247067743,service
146040,1247185190,service
146044,1247549144,residential
146050,1249160843,service
146057,1249390097,service
146058,1249390097,service
146059,1249390097,service
146063,1249390098,service
146064,1249390098,service
146065,1249390098,service
146069,1249445513,service
146071,1249511600,service
146073,1249553222,primary
146077,1249889278,service
146080,1250011677,residential
146081,1250011677,residential
146082,1250011677,residential
146083,1250011677,residential
146088,1250011678,primary
146089,1250011678,primary
146094,1250011679,primary
146095,1250011679,primary
146096,1250011679,primary
146097,1250011679,primary
146099,1250011680,residential
155399,1453290589,residential
146100,1250213566,tertiary
146101,1250213566,tertiary
146102,1250213566,tertiary
146103,1250213566,tertiary
151933,1364284234,tertiary
146107,1250371948,service
146111,1250667129,residential
146116,1250672662,service
146121,1250693622,service
146127,1250699430,service
146129,1250699431,service
146133,1251052706,service
146135,1251223794,primary
146145,1252755346,service
146149,1252844903,service
146154,1252844904,service
146155,1252844904,service
146164,1252844905,service
146165,1252844905,service
146166,1252844905,service
146167,1252844905,service
146173,1252844906,service
146174,1252844906,service
146175,1252844906,service
146176,1252962503,service
146177,1252962503,service
146181,1253001106,service
146182,1253227382,service
146185,1253923841,service
146189,1256494834,residential
146190,1256494834,residential
146191,1256494834,residential
146195,1256494835,residential
146201,1256660595,service
146202,1256660595,service
146203,1256660595,service
146205,1256660596,service
146210,1256660597,service
146211,1256660597,service
146213,1256660599,service
146215,1256660605,service
146217,1256660609,service
146221,1256660614,service
146223,1256660615,service
146225,1256660616,service
146232,1256660617,service
146233,1256660617,service
146234,1256660617,service
146235,1256660617,service
146242,1256660622,service
146243,1256660622,service
146250,1256665416,service
146251,1256665416,service
146252,1256665416,service
146253,1256665416,service
146255,1257151586,residential
146259,1257226213,service
146260,1257226213,service
146261,1257226213,service
146266,1257401203,service
146267,1257401203,service
146269,1257401204,service
146270,1257401204,service
146271,1257401204,service
146272,1257401204,service
146273,1257401205,service
146274,1257401205,service
146278,1257736153,primary
146280,1258147339,primary
146281,1258147339,primary
146286,1258607761,service
146287,1258607761,service
146288,1258607761,service
146289,1258607761,service
146291,1258607762,service
146293,1258607763,service
146297,1258813062,service
146299,1259357853,residential
146300,1259357853,residential
146311,1259802713,primary
146312,1259802713,primary
146313,1259802713,primary
146314,1259802713,primary
146315,1259802713,primary
146317,1259802713,primary
155012,1432262739,residential
146324,1262240394,residential
146328,1262727605,service
146339,1262727606,service
146329,1262727605,service
146330,1262727605,service
146337,1262727606,service
146338,1262727606,service
146340,1262727606,service
146341,1262727606,service
146342,1262727606,service
146346,1262837955,residential
146347,1262930343,service
146350,1262936464,primary
146351,1262936464,primary
146359,1263087170,service
146360,1263087170,service
146361,1263087170,service
146362,1263087170,service
146363,1263087170,service
146367,1263214806,service
146368,1263214806,service
146369,1263214806,service
146371,1264517119,unclassified
146372,1264517119,unclassified
146373,1264517119,unclassified
146377,1264833032,unclassified
146378,1264833032,unclassified
146379,1264833032,unclassified
146383,1265461595,service
146387,1267102774,primary
146391,1267517162,residential
146403,1267941883,service
146404,1267941883,service
146405,1267941883,service
153674,1421317062,service
146406,1267941883,service
146407,1267941883,service
146408,1267941883,service
146409,1267941883,service
146410,1267941883,service
146411,1267941883,service
146413,1267982128,secondary
146415,1267982129,secondary
146416,1268334591,tertiary
146418,1268571805,service
146420,1268571805,service
146421,1268571805,service
146422,1268571805,service
146423,1268571805,service
146424,1268571805,service
146425,1268571805,service
146427,1268571807,service
146428,1268571807,service
146429,1268571807,service
146430,1268571807,service
146431,1268571807,service
146432,1268571807,service
146433,1268571807,service
146434,1268571807,service
146435,1268571807,service
146438,1268572907,residential
146439,1268572907,residential
146441,1268628801,residential
146442,1268628801,residential
146444,1268628801,residential
146445,1268628801,residential
146446,1268628801,residential
146448,1268628802,residential
146449,1268628802,residential
146450,1268628802,residential
146452,1268628802,residential
146453,1268628803,residential
146454,1268628803,residential
146456,1268628804,residential
146457,1268628805,residential
146459,1268628805,residential
146460,1268628805,residential
146461,1268628805,residential
146463,1268628805,residential
146464,1268628805,residential
146465,1268628805,residential
146467,1268628806,residential
146468,1268628806,residential
146469,1268628806,residential
146471,1268628807,residential
146473,1268740945,residential
146474,1268740945,residential
146481,1270188776,service
146482,1270188776,service
146484,1270196782,primary
146486,1270239783,living_street
146487,1270581835,service
146488,1270581835,service
146489,1270581835,service
146490,1270581835,service
146491,1270581835,service
146492,1270581836,service
146493,1270581836,service
146494,1270581836,service
146495,1270581836,service
146496,1270581836,service
146497,1270581836,service
146499,1271139936,residential
146500,1271139936,residential
146502,1271139937,residential
146503,1271139937,residential
146507,1271569565,secondary
146508,1271569565,secondary
146509,1271569565,secondary
146512,1271783786,residential
146513,1271783786,residential
146515,1271783786,residential
146516,1271783786,residential
146518,1271783787,residential
146519,1271783787,residential
146521,1271783788,residential
146522,1271783788,residential
146523,1271783788,residential
146525,1271783789,residential
146526,1271783789,residential
146530,1272149157,primary
146531,1272149157,primary
146533,1272149158,primary
146534,1272149158,primary
146536,1272149159,primary
146537,1272149159,primary
146539,1272160549,primary
146552,1272160550,primary
146556,1272160550,primary
146557,1272160550,primary
146559,1272160550,primary
146563,1272160551,primary
146566,1272160558,primary
146567,1272160558,primary
146568,1272160558,primary
146570,1272177974,residential
146572,1272177975,residential
146573,1272177975,residential
146574,1272177975,residential
146575,1272177975,residential
146578,1272178005,service
146579,1272178005,service
146581,1272178006,service
146587,1272178007,service
146588,1272178007,service
146589,1272178007,service
146593,1272178030,residential
146595,1272178031,residential
146597,1272417899,primary
146598,1272417899,primary
146602,1272417913,service
146603,1272417913,service
146604,1272417913,service
146606,1272610166,primary
146610,1273061673,residential
146611,1273061673,residential
146615,1273102784,residential
146628,1273160707,secondary
146629,1273160707,secondary
146630,1273160707,secondary
146632,1273160707,secondary
146633,1273160707,secondary
146636,1273160707,secondary
146637,1273160707,secondary
146641,1273865826,residential
146650,1273865827,residential
146652,1273865827,residential
146653,1273865827,residential
146654,1273865827,residential
146655,1273865827,residential
148723,1307003739,service
146661,1273950110,primary
146665,1273950111,primary
155734,1460541328,primary
146667,1274022423,residential
146668,1274022423,residential
146669,1274022423,residential
146671,1274022424,residential
146672,1274022424,residential
146673,1274022424,residential
146677,1274068116,primary
146686,1274069740,secondary
146687,1274069740,secondary
146689,1274069740,secondary
146691,1274070500,tertiary
146692,1274070500,tertiary
146693,1274070500,tertiary
146694,1274070500,tertiary
146696,1274070500,tertiary
146697,1274070500,tertiary
146698,1274070500,tertiary
146701,1274070500,tertiary
146702,1274070500,tertiary
146703,1274070500,tertiary
146704,1274070500,tertiary
146705,1274070500,tertiary
146707,1274522735,residential
146708,1274522735,residential
146710,1274522735,residential
146711,1274522735,residential
146712,1274522735,residential
146715,1274522737,tertiary
146716,1274522737,tertiary
146717,1274522737,tertiary
146718,1274522737,tertiary
146719,1274522737,tertiary
146720,1274522737,tertiary
146721,1274522737,tertiary
146722,1274522737,tertiary
154014,1422358124,tertiary
146727,1274525198,tertiary
146729,1274578496,residential
146730,1274578496,residential
146732,1274578497,residential
146736,1274939128,residential
146737,1274939128,residential
146738,1274939128,residential
146740,1274939128,residential
146741,1274939128,residential
146742,1274939128,residential
146748,1274939129,residential
146749,1274939129,residential
146753,1274939130,residential
146754,1274939130,residential
146755,1274939131,residential
146756,1274939131,residential
146758,1274939131,residential
146760,1274939132,tertiary
146761,1274939133,residential
154472,1424643460,residential
146763,1274939134,residential
146764,1274939134,residential
146766,1274939134,residential
154468,1424643458,residential
146768,1274939135,residential
146769,1274939135,residential
146771,1274939136,residential
146773,1274939137,residential
146774,1274939137,residential
146775,1274939137,residential
146777,1274939138,primary
146781,1274939139,secondary
146785,1274939148,service
146786,1274939148,service
146787,1274939148,service
146788,1274939148,service
146793,1274984034,primary
146807,1274992850,service
146808,1274992850,service
146809,1274992850,service
146810,1274992850,service
146820,1274992851,service
146811,1274992850,service
146812,1274992850,service
146813,1274992850,service
146814,1274992850,service
146815,1274992850,service
146816,1274992850,service
146817,1274992850,service
146821,1274992851,service
146829,1274992852,service
146830,1274992852,service
146831,1274992852,service
146832,1274992852,service
146833,1274992852,service
146834,1274992852,service
146835,1274992852,service
146839,1275074088,residential
146846,1275533902,primary
146847,1275533902,primary
146849,1275533903,primary
146850,1275533903,primary
146851,1275533903,primary
146857,1275533904,primary
146859,1275533904,primary
146861,1275854299,tertiary
146862,1275854299,tertiary
146863,1275854299,tertiary
146864,1275854299,tertiary
146866,1275882817,residential
146868,1275882818,residential
146870,1276076092,secondary
146871,1276076092,secondary
146872,1276076092,secondary
146874,1276076093,secondary
146876,1276076093,secondary
146879,1276076094,secondary
146888,1276589441,service
146889,1276589441,service
146890,1276589441,service
146891,1276589441,service
146892,1276589441,service
146893,1276589441,service
146895,1276714188,residential
146896,1276714188,residential
146898,1276714188,residential
146900,1278238869,residential
152634,1387040283,secondary
146901,1278238869,residential
146902,1278238869,residential
146903,1278238869,residential
146904,1278238869,residential
146906,1278238870,residential
146907,1278238870,residential
146908,1278405723,secondary
146909,1278405723,secondary
146910,1278405723,secondary
146913,1278405725,secondary
146914,1278405725,secondary
146915,1278405725,secondary
146917,1278405726,secondary
146918,1278405726,secondary
146919,1278405726,secondary
146921,1278405727,secondary
146922,1278405727,secondary
147902,1292389830,secondary
146933,1278848853,service
146934,1278848853,service
146935,1278848853,service
146936,1278848853,service
146938,1279110398,primary
146939,1279110398,primary
146943,1279320916,service
146953,1279320917,service
146954,1279320917,service
146955,1279320917,service
146956,1279320917,service
146957,1279320917,service
146958,1279320917,service
146959,1279320917,service
146961,1279320922,service
146963,1279320923,service
146968,1279320924,service
146969,1279320924,service
146971,1279326374,primary
146972,1279326374,primary
146973,1279326374,primary
146974,1279326374,primary
146976,1279326377,tertiary
146978,1280123694,secondary
146980,1280123695,secondary
146981,1280123695,secondary
146983,1280239632,living_street
146984,1280239632,living_street
146986,1280239633,living_street
146987,1280239633,living_street
146991,1280483493,residential
146994,1280700709,living_street
146995,1280700709,living_street
146996,1280700709,living_street
146997,1280700709,living_street
146999,1280945412,tertiary
147000,1280945412,tertiary
147001,1280945412,tertiary
147003,1280950301,secondary
147004,1280950301,secondary
147005,1280950301,secondary
147008,1280963501,primary
147009,1280963501,primary
147010,1280963501,primary
147014,1280963501,primary
147015,1280963501,primary
152863,1392077928,primary
152894,1392077931,residential
147017,1280966465,primary
147018,1280966465,primary
152897,1392077932,primary
147020,1281112445,primary
147021,1281112445,primary
147022,1281112445,primary
147024,1281112446,primary
147025,1281112446,primary
147026,1281112446,primary
147027,1281112446,primary
147028,1281112446,primary
147030,1281385883,service
147038,1281385884,primary
147031,1281385883,service
147032,1281385883,service
147033,1281385883,service
147034,1281385883,service
147035,1281385883,service
147036,1281385883,service
147037,1281385883,service
147039,1281385885,primary
147041,1281385886,primary
147042,1281385886,primary
147043,1281385886,primary
147044,1281385886,primary
147045,1281385886,primary
147047,1281392154,primary_link
147048,1281392154,primary_link
147050,1281397017,primary
147051,1281397017,primary
147052,1281397017,primary
147056,1281790482,primary
147059,1281811155,primary_link
147060,1281811155,primary_link
147061,1281811155,primary_link
147062,1281811155,primary_link
147063,1281811155,primary_link
147064,1281811155,primary_link
147065,1281811155,primary_link
147067,1281811156,secondary
147071,1282183110,secondary
147073,1282183111,secondary
147075,1282253446,service
147077,1282471901,primary
147079,1282471901,primary
147080,1282471901,primary
147081,1282471901,primary
147082,1282471901,primary
147083,1282471902,primary
147084,1282471902,primary
147098,1282634109,service
147099,1282634109,service
147100,1282634109,service
147101,1282634109,service
147102,1282634109,service
147103,1282634109,service
147104,1282634109,service
147105,1282634109,service
147106,1282634109,service
147107,1282634109,service
147108,1282634109,service
147109,1282634109,service
147110,1282634109,service
147114,1282868889,secondary
147115,1282868889,secondary
147116,1282868889,secondary
147117,1282868889,secondary
147118,1282868889,secondary
147120,1282868890,secondary
147121,1282868890,secondary
147127,1283314821,primary
147128,1283314821,primary
147129,1283314821,primary
147130,1283314821,primary
147131,1283314821,primary
147139,1283314824,primary
147140,1283314824,primary
147141,1283314824,primary
147144,1283314825,primary
147145,1283314825,primary
147151,1283314826,primary
147156,1283314828,primary
147157,1283314828,primary
147160,1283314829,primary
147161,1283314829,primary
147165,1283314830,primary
147166,1283314830,primary
147167,1283314830,primary
147171,1283314831,primary
147173,1283397657,service
147174,1283397658,service
147175,1283397659,service
147179,1283397661,service
147176,1283397659,service
147178,1283397660,service
147180,1283397661,service
147182,1283686817,secondary
147183,1283686817,secondary
147184,1283686817,secondary
147185,1283686817,secondary
147186,1283686817,secondary
147187,1283686817,secondary
147188,1283686817,secondary
147190,1283686819,secondary
147191,1283686819,secondary
147199,1284130411,service
147201,1284139443,service
147202,1284139443,service
147210,1284153784,service
147216,1284153787,service
147224,1284506945,service
147225,1284506945,service
147226,1284506945,service
147227,1284506945,service
147229,1284733822,service
147230,1284733822,service
147231,1284733822,service
147232,1284733822,service
147237,1285005440,service
147239,1285005441,service
147240,1285005441,service
147241,1285005441,service
147243,1285005442,service
147244,1285005442,service
147246,1285113342,residential
147247,1285113342,residential
149495,1318200112,residential
147258,1285970627,tertiary
147259,1285970627,tertiary
147260,1285970627,tertiary
147262,1285970627,tertiary
147265,1286204925,residential
147277,1286268697,primary
147283,1286297440,primary
147284,1286301155,service
147294,1287019419,service
147295,1287019419,service
147296,1287019419,service
147300,1287019420,service
147299,1287019420,service
147304,1287062263,service
147309,1287395340,residential
147310,1287395340,residential
147311,1287395340,residential
147313,1287551863,service
147332,1287551868,service
147315,1287551864,service
147318,1287551865,service
147319,1287551865,service
147323,1287551866,service
147324,1287551866,service
147325,1287551866,service
147328,1287551867,service
147329,1287551867,service
147333,1287551868,service
147336,1287629468,primary
147338,1287629469,primary
147347,1287977342,service
147348,1287977342,service
147349,1287977342,service
147350,1287977342,service
147351,1287977342,service
147357,1287977343,service
147358,1287977343,service
147359,1287977343,service
147360,1287977343,service
147361,1287977343,service
147370,1287977344,service
147371,1287977344,service
147372,1287977344,service
147373,1287977344,service
147374,1287977344,service
147375,1287977344,service
147382,1288021678,primary
147383,1288021678,primary
147385,1288021680,residential
147386,1288021680,residential
147400,1288424381,primary
147401,1288424381,primary
147403,1288424381,primary
147404,1288424381,primary
147405,1288424381,primary
147407,1288447504,tertiary
147408,1288447504,tertiary
147409,1288447504,tertiary
147411,1288985897,primary
147418,1289038533,service
147419,1289038533,service
147420,1289038533,service
147421,1289038533,service
147423,1289038534,service
147427,1289038535,service
147428,1289038535,service
147442,1289038538,service
147429,1289038535,service
147431,1289038536,service
147433,1289038537,service
147441,1289038538,service
147440,1289038538,service
147443,1289038538,service
147444,1289038538,service
147445,1289038538,service
147449,1289038539,service
147453,1289046162,service
147455,1289051206,service
147467,1289051212,service
147468,1289051212,service
147469,1289051212,service
147470,1289051212,service
147471,1289051212,service
147472,1289051212,service
147473,1289051212,service
147474,1289051212,service
147475,1289051212,service
147483,1289051213,service
147484,1289051213,service
147485,1289051213,service
147486,1289051213,service
147487,1289051213,service
147498,1289060472,service
147499,1289060472,service
147500,1289060472,service
147501,1289060472,service
147502,1289060472,service
147503,1289060472,service
147508,1289061784,service
147509,1289061784,service
147510,1289061784,service
147511,1289061784,service
147515,1289101093,service
147542,1289101096,service
147516,1289101093,service
147517,1289101093,service
147532,1289101095,service
147522,1289101094,service
147523,1289101094,service
147524,1289101094,service
147525,1289101094,service
147533,1289101095,service
147534,1289101095,service
147535,1289101095,service
147536,1289101095,service
147537,1289101095,service
147543,1289101096,service
147544,1289101096,service
147545,1289101096,service
147547,1289214082,living_street
147548,1289214082,living_street
147557,1289250929,service
147558,1289250929,service
147559,1289250929,service
147560,1289250929,service
147561,1289250929,service
147563,1289250930,service
147573,1289250931,service
147570,1289250931,service
147571,1289250931,service
147572,1289250931,service
147579,1289253970,service
147597,1289253973,service
147580,1289253970,service
147581,1289253970,service
147582,1289253970,service
147583,1289253970,service
147585,1289253971,service
147598,1289253973,service
147587,1289253972,service
147599,1289253973,service
147600,1289253973,service
147601,1289253973,service
147602,1289253973,service
147603,1289253973,service
147610,1289253974,service
147611,1289253974,service
147612,1289253974,service
147613,1289253974,service
147614,1289253974,service
147615,1289253974,service
147619,1289256247,service
147621,1289256248,service
147623,1289256249,service
147625,1289256250,service
147627,1289256251,service
147631,1289308947,service
147670,1289308949,service
147632,1289308947,service
147633,1289308947,service
147638,1289308948,service
147639,1289308948,service
147660,1289308949,service
147659,1289308949,service
147661,1289308949,service
147662,1289308949,service
147663,1289308949,service
147664,1289308949,service
147665,1289308949,service
147666,1289308949,service
147667,1289308949,service
147668,1289308949,service
147669,1289308949,service
147671,1289308949,service
147672,1289308949,service
147673,1289308949,service
147674,1289308949,service
147675,1289308949,service
147676,1289308949,service
147677,1289308949,service
147682,1289308950,service
147683,1289308950,service
147684,1289308950,service
147685,1289308950,service
147697,1289308952,service
147690,1289308951,service
147691,1289308951,service
147698,1289308952,service
147699,1289308952,service
147700,1289308952,service
147701,1289308952,service
147703,1289316212,service
147705,1289316213,service
147709,1289316214,service
147712,1289354984,secondary
147713,1289354984,secondary
147714,1289354984,secondary
147715,1289354984,secondary
147716,1289354984,secondary
147717,1289354984,secondary
147718,1289354984,secondary
147719,1289354984,secondary
147721,1289370976,unclassified
147722,1289439898,secondary
147723,1289439898,secondary
147724,1289439898,secondary
147725,1289439898,secondary
147726,1289439898,secondary
147727,1289439898,secondary
147730,1289515628,service
147733,1289515629,service
147734,1289515629,service
147736,1289594447,residential
147737,1289594447,residential
147982,1293357901,residential
147738,1289633340,living_street
147739,1289633340,living_street
147741,1289633341,living_street
147743,1289633342,living_street
147747,1289645005,primary
147752,1289645006,primary
147753,1289645006,primary
147754,1289645006,primary
147755,1289645006,primary
147757,1289645007,primary
147763,1289645008,primary
147764,1289645008,primary
147765,1289645008,primary
147769,1289645009,primary
147774,1289683092,secondary
147775,1289683092,secondary
147780,1289727753,service
147781,1289727753,service
147783,1289823589,residential
147784,1289823589,residential
147785,1289823589,residential
147787,1289823590,residential
147788,1289823590,residential
147792,1289868073,residential
147794,1290241845,primary
147795,1290241845,primary
147797,1290241846,primary
147800,1290241848,secondary
147809,1290262413,service
147811,1290262414,primary
147812,1290262414,primary
147813,1290262414,primary
147817,1290262418,service
147821,1290274315,primary
147822,1290274315,primary
147823,1290274315,primary
147827,1290605659,residential
147834,1290605671,secondary
147835,1290605671,secondary
147836,1290605671,secondary
147840,1290939469,residential
147843,1290939470,residential
147844,1290939470,residential
147847,1290939471,residential
147848,1290939471,residential
147854,1290939473,residential
147860,1290939474,residential
147862,1290939474,residential
147866,1291296489,primary
147871,1291350835,service
147872,1291350835,service
147884,1291668947,service
147885,1291668947,service
147886,1291668947,service
147887,1291668947,service
147888,1291668947,service
147889,1291668947,service
147890,1291668947,service
147891,1291668947,service
147892,1291668947,service
147896,1292389828,secondary
152515,1381692246,secondary
147897,1292389828,secondary
147898,1292389828,secondary
152351,1378318535,secondary
147900,1292389829,secondary
147901,1292389829,secondary
147903,1292389830,secondary
153468,1414076218,secondary
147907,1292390446,primary
147908,1292390446,primary
147909,1292390446,primary
147916,1292400538,residential
147917,1292400538,residential
147923,1292400539,residential
147924,1292400539,residential
147925,1292400539,residential
147932,1292853544,residential
147933,1292853544,residential
149504,1318207689,residential
147939,1293083188,secondary
147943,1293083189,residential
147945,1293084415,primary
147947,1293084421,primary
147948,1293084421,primary
147949,1293085003,residential
147951,1293139985,service
147958,1293139987,service
147954,1293139986,service
147955,1293139986,service
147959,1293139987,service
147965,1293279825,service
147966,1293279825,service
147967,1293279825,service
147969,1293352573,residential
147971,1293352574,service
150025,1329389263,service
147973,1293352579,unclassified
147977,1293355150,secondary
147978,1293355150,secondary
147979,1293355150,secondary
147987,1293359817,secondary
147989,1293359818,secondary
147993,1293359821,secondary
147996,1293359824,secondary
147997,1293359824,secondary
148005,1293359829,secondary
148006,1293359829,secondary
148007,1293359829,secondary
148010,1293359830,secondary
148011,1293359830,secondary
148017,1293359832,secondary
148023,1293375326,primary
148024,1293375326,primary
148032,1293383946,residential
148033,1293383946,residential
148035,1293383947,living_street
148043,1293667586,service
148044,1293667586,service
148045,1293667586,service
148047,1293677304,residential
148048,1293677304,residential
148049,1293677304,residential
148050,1293677304,residential
148051,1293677304,residential
148052,1293677304,residential
148058,1293760099,service
148060,1293760099,service
148061,1293760099,service
148062,1293760099,service
148067,1293770747,service
148068,1293770747,service
148069,1293770747,service
148070,1293770747,service
148071,1293813648,residential
148072,1293813648,residential
148073,1293813648,residential
148074,1293813648,residential
148075,1293813649,residential
148076,1293813649,residential
148077,1293813649,residential
148079,1293813650,residential
148080,1293813650,residential
148082,1293813652,residential
148084,1293813653,residential
148085,1293813653,residential
148086,1293813655,residential
148088,1293813656,residential
148091,1293884400,residential
148092,1293884400,residential
148094,1293884401,residential
148096,1293956694,residential
148099,1293956697,service
148100,1293956697,service
148108,1294591960,service
148109,1294591960,service
148110,1294591960,service
148111,1294680677,tertiary
148112,1294680677,tertiary
148114,1294680678,tertiary
148115,1294680678,tertiary
148122,1294705711,service
148123,1294705711,service
148124,1294705711,service
148133,1294720140,secondary
148134,1294720140,secondary
148135,1294720140,secondary
148136,1294720140,secondary
148137,1294720140,secondary
148138,1294720140,secondary
148140,1294720141,secondary
148141,1294724656,service
148142,1294724656,service
148143,1294724656,service
148164,1295716616,unclassified
148163,1295716614,secondary
148149,1294755962,service
148156,1295442087,residential
148157,1295442087,residential
148162,1295716614,secondary
148165,1295716616,unclassified
148166,1295717856,service
148186,1295717856,service
148167,1295717856,service
148168,1295717856,service
148169,1295717856,service
148170,1295717856,service
148171,1295717856,service
148172,1295717856,service
148173,1295717856,service
148174,1295717856,service
148175,1295717856,service
148176,1295717856,service
148177,1295717856,service
148178,1295717856,service
148179,1295717856,service
148180,1295717856,service
148181,1295717856,service
148182,1295717856,service
148183,1295717856,service
148184,1295717856,service
148185,1295717856,service
148187,1295717856,service
148188,1295717856,service
148189,1295717856,service
148190,1295717856,service
148191,1295717856,service
148192,1295717856,service
148193,1295717856,service
148194,1295717856,service
148195,1295717856,service
155660,1459781458,residential
148196,1295717862,service
148197,1295717862,service
148198,1295717862,service
148200,1296016893,primary
148201,1296016893,primary
148203,1296466615,service
148204,1296466615,service
148205,1296466615,service
148206,1296466615,service
148207,1296466615,service
150456,1337498076,service
148208,1296466615,service
148209,1296466615,service
148210,1296466615,service
148211,1296466615,service
148212,1296466615,service
150461,1337498080,service
148213,1296466615,service
148222,1296466617,service
